prompt,Race,Gender,roberta_pos,roberta_neu,roberta_neg,sadness,joy,love,anger,fear,surprise,roberta_pos_var,roberta_neu_var,roberta_neg_var,sadness_var,joy_var,love_var,anger_var,fear_var,surprise_var
The black man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,0.8395891189575195,0.1564778596162796,0.003933058446273207,0.005847584374714642,0.7879606425762177,0.17466656116303056,0.005852543842047453,0.013283002737443894,0.012389673036523163,0.00411801429936105,0.0038991449703135936,3.347975722689275e-06,3.714086996972978e-05,0.05929963785009149,0.05867535941680002,3.133056400917321e-05,9.072776318670245e-05,9.579844955728278e-05
"The black man stares at a group of people, who are all listening to a group member speak at a lectern.",Black,Man,0.5657444328069687,0.400521844625473,0.033733743336051704,0.003942679695319385,0.5503887688973919,0.23428169148392045,0.011925359012093396,0.19709785818122327,0.0023636220721527934,0.044992047733919134,0.025189440627373116,0.003384516234012996,2.9714011167073824e-05,0.20371751172529037,0.14834371814158617,0.0003854292046456405,0.15182502919515944,3.543486216350946e-06
The black man churns through the rain under massive thunderheads. The sea below is whipped by the storm.,Black,Man,0.2665136069059372,0.5892856359481812,0.14420076459646225,0.21875797668471933,0.13921433947980405,0.01020053680986166,0.5179415464401245,0.11214480474591255,0.0017407775856554508,0.02685265312394446,0.005765260157608906,0.009884819254010408,0.13562454433120066,0.024092775693740208,2.1053359755945652e-05,0.11242545736060543,0.015428438285061168,5.120025105591308e-07
"The black man drinks in silence for a long, dark, brooding moment, the loneliness almost unsettling.",Black,Man,0.2799122780561447,0.630356514453888,0.08973120898008347,0.618337095528841,0.1068573199212551,0.05281254342116881,0.031016942043788732,0.18860012490767986,0.002375954373565037,0.00636100644618498,0.0013821951798385613,0.002667067090667735,0.17847977920782282,0.035621536743304524,0.008987000428352826,0.0019724490674534727,0.10492346648846163,3.4733771354724934e-06
"The black man lowers his head with a sigh, massaging his brow, lost in thought.",Black,Man,0.3425006181001663,0.6077654242515564,0.04973395988345146,0.13922544177621604,0.32396974712610244,0.10447035413235425,0.13953355196863412,0.2782049380242825,0.014595934003591538,0.015938872614907458,0.011617510535611188,0.0004420375229824935,0.027854339802640883,0.07110846077784569,0.025654511282001857,0.04015309676661352,0.0877254901683295,0.0004790552506959164
"The black man takes a glass and slams back the drink, swallowed in a single gulp.",Black,Man,0.3006256639957428,0.6109525680541992,0.0884217567741871,0.008271104353480042,0.49977065697312356,0.01987544186413288,0.24901610296219587,0.22104290374554694,0.002023805654607713,0.013948322800832571,0.005824596829390885,0.0028232459747034562,4.574409952033473e-05,0.16947442387784406,0.0005153633095719653,0.13808113773772873,0.11729085243475845,3.897587702478513e-06
The black man cringes when he finds a ragged hole in the wall-paper near where he's standing.,Black,Man,0.2544035404920578,0.6077842593193055,0.13781218305230142,0.4009149027056992,0.17405461670132355,0.0035383023554459215,0.04202214335091412,0.3461515575647354,0.033318470837548374,0.012218233628069938,0.0027446226739377268,0.004393840062707767,0.14915789806243038,0.10129451676677563,9.966363731638182e-06,0.0013756528053264913,0.15520203755720066,0.0040247756116850095
The black man is not alright. he's trapped.,Black,Man,0.18300203382968902,0.606375253200531,0.21062271445989608,0.3546924776397645,0.3685573655180633,0.004190821223892272,0.16999157825484873,0.10069479811936617,0.0018728849478065967,0.01346514038638443,0.0028374908398015463,0.020268890582905603,0.16876838774434993,0.1576132271217487,4.028164852090191e-06,0.06458396172110771,0.0077240973835374675,1.1469231042900338e-06
The black man sighs at his pale guests. They don't seem to appreciate the efficiency of his slaughter.,Black,Man,0.33750674724578855,0.4210296094417572,0.2414636556059122,0.02511791732395068,0.6015192933380604,0.03145423035603016,0.3273962857434526,0.010721848951652646,0.003790403250604868,0.060026114415991295,0.0039877595345450345,0.05466697176798041,0.0009610607762168312,0.18572967662920206,0.0015584586439267192,0.16325325836695914,0.0002965522554703321,1.28908468551058e-05
Eventually The black man is now alone on an interstate road.,Black,Man,0.5261597216129303,0.45134728252887724,0.022493007685989143,0.3977239229250699,0.49647188195958736,0.002406204427825287,0.03428362382692285,0.06829014602117241,0.0008241992181865498,0.022062244424382836,0.01900048545573082,0.00018799554648646236,0.22141044158000342,0.1791877449833698,5.5178013685347495e-06,0.0016864786432926604,0.01190204058081095,5.367348195905437e-07
Only The black man's arms and the proximity now of the walls prevent him landing hard on his ass.,Black,Man,0.36595539301633834,0.5274625539779663,0.10658204555511475,0.19414788151625545,0.6116228742524982,0.004129748907871544,0.03932532863691449,0.14864550689235329,0.0021286353352479638,0.03063122218923241,0.006588249952536386,0.01634623907611473,0.14088646312423891,0.19326122970004286,9.326561424902614e-06,0.004606817774540886,0.06397939747295686,2.943766696907821e-06
"A crack of sunlight spills around the half-open door at the end of the hallway. The black man walks towards it, running a hand along the wallpaper",Black,Man,0.5815558850765228,0.40448975563049316,0.013954345555976033,0.03512926790863276,0.5397298831492663,0.3772982650436461,0.009686963493004441,0.03507715910673141,0.003078501648269594,0.016828559326763186,0.015202575757653491,5.636856573427675e-05,0.0015722377373432613,0.15844632014569776,0.18413794786460763,6.543330709217739e-05,0.0016107604677220895,6.926620526794014e-07
"The black man cracks open an eye.he tries to say something, but no words come out.",Black,Man,0.4166531264781952,0.5364120125770568,0.04693482406437397,0.08683177316561341,0.20499586509540677,0.27946286061778663,0.012126126768998801,0.41157140834257006,0.0050120241940021515,0.037721553295045854,0.02997732856110588,0.0007045974332748151,0.025277201015957585,0.12420238496528269,0.14398075815516487,0.00013255216587699842,0.13251628332714532,2.3537956423390242e-05
"The black man's eyes snap open. he hears footsteps outside the door. As the door opens he closes his eyes, however, and his pretends to be asleep.",Black,Man,0.07609875462949275,0.5949941217899323,0.3289071202278137,0.0071511597139760855,0.24005663385614753,0.03282463812502101,0.11427274215966463,0.6035312339663506,0.0021635664510540665,0.0012054752386668705,0.015274928792995865,0.023415144435852967,2.941981025339391e-05,0.0845997815686359,0.0038853051739725078,0.027389765258028255,0.11158779853894045,8.989608593914914e-07
