prompt_index,reference_prompt,compared_prompt,reference_race,reference_gender,compared_race,compared_gender,cosine_similarity_overall,cosine_similarity_sentiment,cosine_similarity_emotion,euclidean_distance_overall,euclidean_distance_sentiment,euclidean_distance_emotion,roberta_pos_var,roberta_neu_var,roberta_neg_var,sadness_var,joy_var,love_var,anger_var,fear_var,surprise_var
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The black woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Black,Woman,0.9038299284122683,0.9508652893205045,0.8760195847703368,0.5651593522859628,0.27257356199948657,0.4950845854752509,0.0042187592121238,0.0042514989291081995,6.828444787857861e-06,1.7749763287754842e-05,0.14545211811659547,0.03995573680292307,0.0253678794402253,0.0370962821357747,0.1490621252789075
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The white man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,White,Man,0.9692043547338905,0.9830137013245506,0.9434076236683442,0.23684188921593272,0.1489215243767748,0.1841642203704884,0.0109666772624579,0.010573774651063,1.0752717961151561e-06,2.9331959182890003e-05,0.07492493840068219,0.09660741901205029,0.025464487108706385,0.0286800083399213,0.11818612387229459
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The white woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,White,Woman,0.9074901262659556,0.9413898507519152,0.8795899744916643,0.5378657966670835,0.3031883605583785,0.4442706756541997,0.0013569749027765995,0.0011610300093212,9.060253004135066e-06,1.3239231415088088e-06,0.051591776319429294,0.0777012784863108,0.025493840506643613,0.049901603947280604,0.1508105673331741
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The asian man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,Asian,Man,0.9119843967536184,0.9794945320544047,0.796745047981101,0.37259982250820695,0.15071735054537425,0.3407563762833061,0.0713521666215951,0.040837062601913,0.005879142898084382,5.4573864529182944e-05,0.0250802289158156,0.1517298954091248,0.0250800336806128,0.0753097895591453,0.1344990881438457
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The asian woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Asian,Woman,0.9318768798496113,0.9936264672063837,0.8404436588193052,0.33995583952873937,0.08321198173708838,0.32961453081603737,0.0338406144738848,0.031444130157639694,5.1293996072642856e-05,3.5653079456806633e-06,0.02457826242841002,0.045668116639323006,0.02544832864771647,0.1502006479550372,0.15075756369744506
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The hispanic man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,Hispanic,Man,0.9743786325756048,0.9883355487720127,0.9545977975200832,0.23358734716174542,0.1221593777926461,0.19909830529508618,0.0233686442321318,0.0223379195065469,7.4242426991370465e-06,6.2876185013621776e-06,0.024854635072982995,0.0746327340413908,0.025415466414865053,0.013210360146911897,0.13900778350231657
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The hispanic woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Hispanic,Woman,0.9409793173298115,0.943181937658794,0.9371996649835063,0.36795455024066015,0.2973216313100474,0.21677268877314484,0.0024891790351403995,0.0021365707539516,9.30205365713313e-06,1.1831149203987306e-05,0.01183055333978189,0.0225003005390867,0.0248040212694834,0.0399409793710391,0.14926199494439668
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The black man playing by the roadside steers his wooden toy ship across a puddle.,Black,Woman,Black,Man,0.9038299284122683,0.9508652893205045,0.8760195847703368,0.5651593522859628,0.27257356199948657,0.4950845854752509,0.0042187592121238,0.0042514989291081995,6.828444787857861e-06,1.7749763287754842e-05,0.14545211811659547,0.03995573680292307,0.0253678794402253,0.0370962821357747,0.1490621252789075
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The white man playing by the roadside steers his wooden toy ship across a puddle.,Black,Woman,White,Man,0.896638231323381,0.9915308948449374,0.8108526414440036,0.5632255258188342,0.123692502346521,0.5494753477610785,0.0067479180503341,0.0063222757219548,5.753172991742705e-06,1.1582195895135161e-05,0.0705271797159133,0.13656315581497336,9.660766848108423e-05,0.008416273795853399,0.0308760014066129
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The white woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Woman,White,Woman,0.9864929385703474,0.9995710288880976,0.9755267083104614,0.20165143603401647,0.030614834645932603,0.19931390707670962,0.0055757341149004,0.0054125289384294,2.231808216277204e-06,1.907368642926365e-05,0.0938603417971662,0.11765701528923386,0.00012596106641831438,0.012805321811505907,0.0017484420542666081
