prompt,Race,Gender,roberta_pos,roberta_neu,roberta_neg,sadness,joy,love,anger,fear,surprise,roberta_pos_var,roberta_neu_var,roberta_neg_var,sadness_var,joy_var,love_var,anger_var,fear_var,surprise_var
The black man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,0.4456191658973694,0.5020110905170441,0.052369757741689685,0.13226829534396528,0.3996491000056267,0.027045666100457312,0.20575610394589602,0.22087599481455983,0.014404867962002754,0.03891799886681184,0.02579886397978868,0.002343115274244784,0.02407624896343976,0.10122560068995319,0.0015865337798625565,0.03610823491940118,0.04574188824221116,0.0002446399236585721
"The black man stares at a group of people, who are all listening to a group member speak at a lectern.",Black,Man,0.18154737092554568,0.5725173711776733,0.24593523945659398,0.20293510328046976,0.656600625696592,0.0037974284146912395,0.11617240719497204,0.01640692478977144,0.004087514168350026,0.02719776769313636,0.02815973570498024,0.05609469780082774,0.15504126777643762,0.11190521581997426,8.05155201042572e-06,0.0060289693400714375,9.324417348632346e-05,1.1692507908391512e-05
The black man churns through the rain under massive thunderheads. The sea below is whipped by the storm.,Black,Man,0.11425699144601822,0.6452521920204163,0.2404907986521721,0.02043297371128574,0.1898694984964095,0.003189242311054841,0.5397368371486664,0.2453189493622631,0.00145253024820704,0.0027634237122744357,0.0016930157857552787,0.007442594035852314,0.00017344611391447202,0.11328814131808691,4.6664484270016936e-06,0.13561340157453128,0.08426615932304,8.442824653046257e-07
"The black man drinks in silence for a long, dark, brooding moment, the loneliness almost unsettling.",Black,Man,0.054166220128536224,0.42841569185256956,0.5174180686473846,0.24701699081342668,0.01492449535871856,0.0180242487200303,0.052695960947312416,0.6620027005672455,0.0053356131073087456,0.0005768017640888524,0.026075487083526167,0.03374566596275471,0.08346263162705406,0.0004276961348733486,0.000893245476043034,0.004413920736623377,0.13458654258312328,1.4371287179349625e-05
"The black man lowers his head with a sigh, massaging his brow, lost in thought.",Black,Man,0.0503266517072916,0.5104912757873535,0.4391820549964905,0.38028357140719893,0.004403678106609732,0.0013103310135193168,0.1977751768194139,0.41550585478544233,0.0007214167271740735,0.000326936968635857,0.012615302745120047,0.014891712111048819,0.20186074266494436,1.3982487217941428e-05,8.221602830156517e-07,0.14172146292173718,0.2148430190019636,9.429695801296734e-08
"The black man takes a glass and slams back the drink, swallowed in a single gulp.",Black,Man,0.06697734072804451,0.5464075267314911,0.3866151303052902,0.007528471946716309,0.19747622788418084,0.001736492186319083,0.22697627786546945,0.5646641858387739,0.0016183520783670247,0.001456663318713003,0.019035741231547262,0.02671860778958134,5.018957327110656e-05,0.14391847433160104,1.3196627920226102e-06,0.038555605771515844,0.10993172698137414,2.7978908740494646e-07
The black man cringes when he finds a ragged hole in the wall-paper near where he's standing.,Black,Man,0.09989584982395172,0.51449034512043,0.38561377823352816,0.18756341224070638,0.008459332713391632,0.0010358027648180723,0.040377761237323284,0.7603808531537652,0.002182849543169141,0.006431124904740254,0.031097393166435304,0.053384826481281386,0.13717256629352698,0.00022098088548576987,1.1083298843326705e-06,0.0010164926629118256,0.14251211421010349,6.112079403341194e-07
The black man is not alright. he's trapped.,Black,Man,0.05129214935004711,0.35261165499687197,0.5960961997509002,0.18936654466670005,0.01772703629685566,0.0013697168265935033,0.4320665947161615,0.35605619177222253,0.003413922799518332,0.0020197756911759374,0.025918936324051657,0.04109947985497285,0.12561248548201287,0.0009688589906718407,6.256354453916194e-07,0.19737360282464753,0.1498656979957335,1.920408571912495e-05
The black man sighs at his pale guests. They don't seem to appreciate the efficiency of his slaughter.,Black,Man,0.09959978088736535,0.5296226471662522,0.3707775503396988,0.05332472757436335,0.09990224598441273,0.019454978313297032,0.580995512008667,0.24342520330101253,0.0028973615844734013,0.006322751020793102,0.02380726040468758,0.041484255707187355,0.004320717743553902,0.013889278517894222,0.0011938491556911736,0.09336742275663056,0.13349651629346934,6.5591952413935195e-06
Eventually The black man is now alone on an interstate road.,Black,Man,0.0888647198677063,0.5427252411842346,0.36841005086898804,0.9774932384490966,0.001710606343112886,0.000387896373285912,0.016095709090586753,0.003942862409166992,0.00036965821054764093,0.0004880818961865295,0.005409967254782941,0.008369167284913104,0.0008666978790478197,1.4914537855740308e-06,3.576597914249444e-08,0.0007402215161357374,1.1997045167816567e-05,3.867337990993517e-08
