prompt_index,reference_prompt,compared_prompt,reference_race,reference_gender,compared_race,compared_gender,cosine_similarity_overall,cosine_similarity_sentiment,cosine_similarity_emotion,euclidean_distance_overall,euclidean_distance_sentiment,euclidean_distance_emotion,roberta_pos_var,roberta_neu_var,roberta_neg_var,sadness_var,joy_var,love_var,anger_var,fear_var,surprise_var
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The black woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Black,Woman,0.9568766877642075,0.9997584450228377,0.9120213745438706,0.2792450933181006,0.016835811538325425,0.2787371119748511,0.023960653793892797,0.017350974944784298,0.0007856087104397,0.0211256408605648,0.08924866195251022,0.0010826858805076999,0.0358114149125424,0.08795669319515162,0.0002155583121714912
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The white man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,White,Man,0.886736328253507,0.9100549682205483,0.8570163761119365,0.40396096810872983,0.2800520623604013,0.29112764575530814,0.016438267030527802,0.004158781430567998,0.0208272197843978,0.001482066976938999,0.06010165277065559,0.0014163908494568,0.0351981262030885,0.0025840503892547023,0.0016559592790474
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The white woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,White,Woman,0.9199204628562277,0.9998027542030722,0.8056999740729232,0.3525816454683956,0.013545106540968231,0.35232136865367,0.0231542535981637,0.016160042403541904,0.0010351704644407998,0.024074214363470833,0.11546160282281889,0.0015849293799422716,0.036039590440274015,0.1740195371597101,0.1484725428576248
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The asian man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,Asian,Man,0.9731824864973521,0.9884617127382929,0.9603448964283654,0.20399786700270447,0.10286090709448405,0.17616686275617507,0.0310049646604066,0.0167057240789381,0.006431969240215401,0.0194596828749931,0.0382699815841728,0.0014961460346937343,0.004649337024642701,0.0270978677083043,0.00010623654346390003
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The asian woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Asian,Woman,0.9198644550809059,0.9919601458155534,0.8394730239230626,0.3646731888783137,0.08529168544514526,0.3545586877804641,0.0555240606236667,0.0355418776513466,0.0036268541603294,0.019510984458361302,0.11890985222748301,0.0012745626422283,0.0348101194545728,0.1346873383359218,0.0002439689270888045
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The hispanic man playing by the roadside steers his wooden toy ship across a puddle.,Black,Man,Hispanic,Man,0.8704671939612558,0.9280368871824265,0.7915947976403671,0.4692549001068353,0.2655104328878091,0.3869164913802514,0.02410970619559691,0.007366878498783303,0.0040210439903927,0.1201390520041002,0.1124887846184538,0.00043889707433779975,0.036082627624944415,0.0456107893747824,0.1509301295987379
0,The black man playing by the roadside steers his wooden toy ship across a puddle.,The hispanic woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Man,Hispanic,Woman,0.9172331573603827,0.9328989166761463,0.8904426488333039,0.35332766672818816,0.257884842080505,0.24152815219079246,0.031873399256796595,0.0207255450290594,0.0034983686011274997,0.021833685912705,0.015487466498707789,0.0015255705137715387,0.0227770118881183,0.07294987248316079,0.1427526661393998
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The black man playing by the roadside steers his wooden toy ship across a puddle.,Black,Woman,Black,Man,0.9568766877642075,0.9997584450228377,0.9120213745438706,0.2792450933181006,0.016835811538325425,0.2787371119748511,0.023960653793892797,0.017350974944784298,0.0007856087104397,0.0211256408605648,0.08924866195251022,0.0010826858805076999,0.0358114149125424,0.08795669319515162,0.0002155583121714912
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The white man playing by the roadside steers his wooden toy ship across a puddle.,Black,Woman,White,Man,0.8919390326288755,0.9089366512091641,0.8735842076450248,0.42677530254898494,0.2845088836535088,0.318106670769432,0.0403989208244206,0.013192193514216301,0.0216128284948375,0.0226077078375038,0.14935031472316582,0.0024990767299645,0.0006132887094539,0.0853726428058969,0.0018715175912188912
0,The black woman playing by the roadside steers her wooden toy ship across a puddle.,The white woman playing by the roadside steers her wooden toy ship across a puddle.,Black,Woman,White,Woman,0.9553068039912158,0.9994307990856284,0.9049051852554515,0.27903749850857995,0.023617946309027252,0.27803618143340564,0.047114907392056496,0.033511017348326205,0.0018207791748804999,0.0029485735029060336,0.026212940870308676,0.0026676152604499714,0.00022817552773161639,0.08606284396455849,0.14868810116979628
